"ID","Purchase-date","Date","Time","Quarter","Qtr","Year","Month","Date","Special Day","Online Sale Offers ","Day","Weekend","Morning","Afternoon","Evening","Night","Gender","Customer ID","Gender
F=1665
M=1815","Product-Name","Item-Status","Quantity","Currency","Item Price","Shipping-Price","Ship-City","Ship-State","Ship-Postal-Code","Category","Total_
amount","Author ","Publication","Profit Percentage
 (%)","Profit (INR)","Cost Price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"868","2018-06-08T04:53:39+00:00","6/8/2018","4:53 AM","2018 - Q2","2","2018","6","8","0","0","5","0","0","0","0","1","0","B07FWXTTV","M","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","NORTH WEST DELHI","DELHI","110089","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"869","2018-06-08T06:42:24+00:00","6/8/2018","6:42 AM","2018 - Q2","2","2018","6","8","0","0","5","0","1","0","0","0","1","B07FWVWQS","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","GALIAKOT","RAJASTHAN","314026","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","2018-06-09T09:32:14+00:00","6/9/2018","9:32 AM","2018 - Q2","2","2018","6","9","0","0","6","1","1","0","0","0","0","B07FWVZRQ","M","Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I","Shipped","1","INR","499","50","TAKI","WEST BENGAL","743429","competition ","549","kanti jainmahiveer jainAnshul jain","Menu Publication","17","84.83","414.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"871","2018-06-10T06:42:24+00:00","6/10/2018","6:42 AM","2018 - Q2","2","2018","6","10","0","0","7","1","1","0","0","0","0","B07FWWYYR","M","Objective NCERT at Your Fingertips for NEET-JEE - Physics","Shipped","1","INR","426","65","KAITHAL","HARYANA","136027","competition ","491","MTG PUBLICATION","MTG PUBLICATION","17","72.42","353.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"872","2018-06-11T03:14:54+00:00","6/11/2018","3:14 AM","2018 - Q2","2","2018","6","11","0","0","1","0","0","0","0","1","0","B07FWXWZU","M","Objective Biology (Set of 2 Volumes)","Shipped","1","INR","730","65","GANDHINAGAR","GUJARAT","382610","competition ","795","A. Biswas, S. Biswas","Pradeep Publications","17","124.1","605.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"873","2018-06-12T05:28:56+00:00","6/12/2018","5:28 AM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","0","1","1","B07FWVUQR","F","Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I","Shipped","1","INR","499","65","SANGARIA","RAJASTHAN","335063","competition ","564","kanti jainmahiveer jainAnshul jain","Menu Publication","17","84.83","414.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"874","2018-06-12T05:53:35+00:00","6/12/2018","5:53 AM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","0","1","1","B07FWWSYS","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","DEHRADUN","UTTARAKHAND","248001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"875","2018-06-12T07:21:52+00:00","6/12/2018","7:21 AM","2018 - Q2","2","2018","6","12","0","0","2","0","1","0","0","0","1","B07FWYXZR","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NEW DELHI","DELHI","110075","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876","2018-06-12T07:37:31+00:00","6/12/2018","7:37 AM","2018 - Q2","2","2018","6","12","0","0","2","0","1","0","0","0","0","B07FWVWYR","M","Modern Operating Systems II SEM","Shipped","1","INR","125","65","BAGHPAT","UTTAR PRADESH","250615","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"877","2018-06-12T15:32:30+00:00","6/12/2018","3:32 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","1","0","0","1","B07FWWSWX","F","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","Pune","MAHARASHTRA","411041","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"878","2018-06-12T16:24:26+00:00","6/12/2018","4:24 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","1","0","0","B07FWYAZU","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","LUCKNOW","UTTAR PRADESH","226021","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"879","2018-06-12T16:50:59+00:00","6/12/2018","4:50 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","1","0","0","B07FWXYUR","M","Objective NCERT at Your Fingertips for NEET-JEE - Physics","Shipped","1","INR","426","65","ELURU","ANDHRA PRADESH","534007","competition ","491","MTG PUBLICATION","MTG PUBLICATION","17","72.42","353.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","2018-06-12T17:29:19+00:00","6/12/2018","5:29 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","1","0","0","B07FWWSXS","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","MUMBAI","MAHARASHTRA","400020","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"881","2018-06-12T18:09:33+00:00","6/12/2018","6:09 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","1","0","0","B07FWWART","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","TIRUCHIRAPPALLI","TAMIL NADU","620001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","2018-06-12T20:08:46+00:00","6/12/2018","8:08 PM","2018 - Q2","2","2018","6","12","0","0","2","0","0","0","0","1","1","B07FWYUXQ","F","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","PORBANDAR","GUJARAT","360577","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"883","2018-06-13T01:17:06+00:00","6/13/2018","1:17 AM","2018 - Q2","2","2018","6","13","0","0","3","0","0","0","0","1","1","B07FWYUWT","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NOIDA","UTTAR PRADESH","201309","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"884","2018-06-13T03:39:11+00:00","6/13/2018","3:39 AM","2018 - Q2","2","2018","6","13","0","0","3","0","0","0","0","1","0","B07FWVVRT","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","GUNTUR","ANDHRA PRADESH","522006","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"885","2018-06-13T17:29:22+00:00","6/13/2018","5:29 PM","2018 - Q2","2","2018","6","13","0","0","3","0","0","0","1","0","0","B07FWYSVS","M","Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4Â Â (Paperback, BD Chaurasia's)","Shipped","1","INR","1480","65","CUTTACK","ODISHA","753014","college","1545","B D Chaurasia","CBS PUBLISHERS &DISTRIBUTORS","13","192.4","1287.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"886","2018-06-13T18:35:00+00:00","6/13/2018","6:35 PM","2018 - Q2","2","2018","6","13","0","0","3","0","0","0","1","0","0","B07FWYVTW","M","Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016)","Shipped","1","INR","430","65","PUNE","MAHARASHTRA","412408","competition ","495","Manu Prakashan","Kanti Jain, Mahaveer Jain, Anshul Jain","17","73.1","356.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"887","2018-06-14T05:16:40+00:00","6/14/2018","5:16 AM","2018 - Q2","2","2018","6","14","0","0","4","0","0","0","0","1","0","B07FWXVQV","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","Phagwara","PUNJAB","144411","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"888","2018-06-14T05:45:44+00:00","6/14/2018","5:45 AM","2018 - Q2","2","2018","6","14","0","0","4","0","0","0","0","1","1","B07FWXAUZ","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","Pune","MAHARASHTRA","411041","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"889","2018-06-14T07:25:39+00:00","6/14/2018","7:25 AM","2018 - Q2","2","2018","6","14","0","0","4","0","1","0","0","0","1","B07FWWXRX","F","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","NEW DELHI","DELHI","110067","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","2018-06-14T07:25:39+00:00","6/14/2018","7:25 AM","2018 - Q2","2","2018","6","14","0","0","4","0","1","0","0","0","1","B07FWYSQW","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NEW DELHI","DELHI","110067","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"891","2018-06-14T15:54:07+00:00","6/14/2018","3:54 PM","2018 - Q2","2","2018","6","14","0","0","4","0","0","1","0","0","1","B07FWXAQY","F","Objective Physics for NEET - Vol. 2","Shipped","1","INR","460","65","PANAJI","GOA","403107","competition ","525"," DC Pandey","Arihant Publications","17","78.2","381.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892","2018-06-14T16:00:16+00:00","6/14/2018","4:00 PM","2018 - Q2","2","2018","6","14","0","0","4","0","0","0","1","0","1","B07FWWBUU","F","Objective Physics for NEET - Vol. 2","Shipped","1","INR","460","65","PANAJI","GOA","403107","competition ","525"," DC Pandey","Arihant Publications","17","78.2","381.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"893","2018-06-15T12:27:48+00:00","6/15/2018","12:27 PM","2018 - Q2","2","2018","6","15","0","0","5","0","0","1","0","0","0","B07FWVXVU","M","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","JODHPUR","RAJASTHAN","342005","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"894","2018-06-15T15:25:12+00:00","6/15/2018","3:25 PM","2018 - Q2","2","2018","6","15","0","0","5","0","0","1","0","0","1","B07FWWXUR","F","Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016)","Shipped","1","INR","430","65","DULIAJAN","ASSAM","786602","competition ","495","Manu Prakashan","Kanti Jain, Mahaveer Jain, Anshul Jain","17","73.1","356.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"895","2018-06-15T17:26:31+00:00","6/15/2018","5:26 PM","2018 - Q2","2","2018","6","15","0","0","5","0","0","0","1","0","1","B07FWVYRQ","F","Objective NCERT at Your Fingertips for NEET-JEE - Physics","Shipped","1","INR","426","65","BULDANA","MAHARASHTRA","443209","competition ","491","MTG PUBLICATION","MTG PUBLICATION","17","72.42","353.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"896","2018-06-16T01:44:52+00:00","6/16/2018","1:44 AM","2018 - Q2","2","2018","6","16","1","0","6","1","0","0","0","1","0","B07FWWVVX","M","Modern Operating Systems II SEM","Shipped","1","INR","125","65","HYDERABAD","TELANGANA","500019","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"897","2018-06-16T08:57:31+00:00","6/16/2018","8:57 AM","2018 - Q2","2","2018","6","16","1","0","6","1","1","0","0","0","1","B07FWYBYR","F","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","KURUKSHETRA","HARYANA","136131","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"898","2018-06-16T09:31:01+00:00","6/16/2018","9:31 AM","2018 - Q2","2","2018","6","16","1","0","6","1","1","0","0","0","1","B07FWXASZ","F","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","NEW DELHI","DELHI","110043","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"899","2018-06-16T14:38:27+00:00","6/16/2018","2:38 PM","2018 - Q2","2","2018","6","16","1","0","6","1","0","1","0","0","0","B07FWYZUW","M","Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams","Shipped","1","INR","320","65","AGRA","UTTAR PRADESH","282004","competition ","385","Kanti Jain","Manu Prakashan Private Limited","17","54.4","265.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900","2018-06-17T18:19:02+00:00","6/17/2018","6:19 PM","2018 - Q2","2","2018","6","17","0","0","7","1","0","0","1","0","0","B07FWVWVS","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","KARANPUR","RAJASTHAN","335073","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"901","2018-06-17T18:40:23+00:00","6/17/2018","6:40 PM","2018 - Q2","2","2018","6","17","0","0","7","1","0","0","1","0","0","B07FWXTXQ","M","Modern Operating Systems II SEM","Shipped","1","INR","125","65","nagpur","MAHARASHTRA","440004","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"902","2018-06-18T04:58:53+00:00","6/18/2018","4:58 AM","2018 - Q2","2","2018","6","18","0","0","1","0","0","0","0","1","0","B07FWXSXR","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NEW DELHI","DELHI","110023","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"903","2018-06-18T06:09:06+00:00","6/18/2018","6:09 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","1","B07FWWSZX","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","BHUJ","GUJARAT","370655","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"904","2018-06-18T07:15:03+00:00","6/18/2018","7:15 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","0","B07FWWATW","M","English Grammar for Today: A New Introduction","Shipped","1","INR","959","65","MUMBAI","MAHARASHTRA","400071","School","1024","Geoffrey Leech","Palgrave Macmillan","18","172.62","786.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"905","2018-06-18T08:22:56+00:00","6/18/2018","8:22 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","0","B07FWVVQQ","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NOIDA","UTTAR PRADESH","201301","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"906","2018-06-18T08:49:38+00:00","6/18/2018","8:49 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","1","B07FWWVUU","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","HOSHIARPUR","PUNJAB","146001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"907","2018-06-18T09:04:57+00:00","6/18/2018","9:04 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","0","B07FWXVQZ","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","NEW DELHI","DELHI","110027","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"908","2018-06-18T10:37:30+00:00","6/18/2018","10:37 AM","2018 - Q2","2","2018","6","18","0","0","1","0","1","0","0","0","0","B07FWVAUZ","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","ROHTAK","HARYANA","124001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"909","2018-06-18T12:37:15+00:00","6/18/2018","12:37 PM","2018 - Q2","2","2018","6","18","0","0","1","0","0","1","0","0","0","B07FWYXRS","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","FARIDABAD","HARYANA","121005","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","2018-06-18T13:56:15+00:00","6/18/2018","1:56 PM","2018 - Q2","2","2018","6","18","0","0","1","0","0","1","0","0","0","B07FWXXVW","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","JODHPUR","RAJASTHAN","342001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"911","2018-06-19T04:24:00+00:00","6/19/2018","4:24 AM","2018 - Q2","2","2018","6","19","0","0","2","0","0","0","0","1","1","B07FWVAUX","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","HYDERABAD","TELANGANA","500040","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912","2018-06-19T06:32:52+00:00","6/19/2018","6:32 AM","2018 - Q2","2","2018","6","19","0","0","2","0","1","0","0","0","1","B07FWWWRY","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","BEAWAR","RAJASTHAN","305901","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"913","2018-06-19T11:09:41+00:00","6/19/2018","11:09 AM","2018 - Q2","2","2018","6","19","0","0","2","0","1","0","0","0","0","B07FWYZTX","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","DEHRADUN","UTTARAKHAND","248001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","2018-06-19T13:11:51+00:00","6/19/2018","1:11 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","1","0","0","0","B07FWXVWZ","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","JODHPUR","RAJASTHAN","342008","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","2018-06-19T13:26:51+00:00","6/19/2018","1:26 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","1","0","0","0","B07FWXVRW","M","Objective Biology (Set of 2 Volumes)","Shipped","1","INR","730","65","JAIPUR","RAJASTHAN","302019","competition ","795","A. Biswas, S. Biswas","Pradeep Publications","17","124.1","605.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"916","2018-06-19T13:48:03+00:00","6/19/2018","1:48 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","1","0","0","1","B07FWYTUT","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","SHIMLA","HIMACHAL PRADESH","171012","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"917","2018-06-19T14:19:20+00:00","6/19/2018","2:19 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","1","0","0","1","B07FWYVVS","F","Modern Operating Systems II SEM","Shipped","1","INR","125","65","SECUNDERABAD","TELANGANA","500026","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"918","2018-06-19T14:56:06+00:00","6/19/2018","2:56 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","1","0","0","1","B07FWXZQX","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","KOLKATA","WEST BENGAL","700078","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"919","2018-06-19T17:20:29+00:00","6/19/2018","5:20 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","0","1","0","1","B07FWYAUW","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","BENGALURU","KARNATAKA","560029","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","2018-06-19T17:24:54+00:00","6/19/2018","5:24 PM","2018 - Q2","2","2018","6","19","0","0","2","0","0","0","1","0","1","B07FWVAQZ","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","KANPUR","UTTAR PRADESH","208027","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"921","2018-06-20T14:51:00+00:00","6/20/2018","2:51 PM","2018 - Q2","2","2018","6","20","0","0","3","0","0","1","0","0","0","B07FWYASV","M","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","MUMBAI","MAHARASHTRA","400099","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"922","2018-06-20T18:59:34+00:00","6/20/2018","6:59 PM","2018 - Q2","2","2018","6","20","0","0","3","0","0","0","1","0","1","B07FWYYUX","F","Modern Operating Systems II SEM","Shipped","1","INR","125","65","JAIPUR","RAJASTHAN","302016","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"923","2018-06-20T23:38:21+00:00","6/20/2018","11:38 PM","2018 - Q2","2","2018","6","20","0","0","3","0","0","0","0","1","1","B07FWXZUS","F","Modern Operating Systems II SEM","Shipped","1","INR","125","65","BARDEZ","GOA","403507","college","190","Andrew S. Tanenbaum","Prentice Hall","13","16.25","108.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924","2018-06-21T17:33:12+00:00","6/21/2018","5:33 PM","2018 - Q2","2","2018","6","21","0","0","4","0","0","0","1","0","1","B07FWVWRW","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","JODHPUR","RAJASTHAN","342001","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"925","2018-06-22T05:09:56+00:00","6/22/2018","5:09 AM","2018 - Q2","2","2018","6","22","0","0","5","0","0","0","0","1","1","B07FWVVXV","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","MODINAGAR","UTTAR PRADESH","201204","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"926","2018-06-23T07:02:34+00:00","6/23/2018","7:02 AM","2018 - Q2","2","2018","6","23","0","0","6","1","1","0","0","0","1","B07FWXZVY","F","Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2","Shipped","1","INR","395","65","VADODARA","GUJARAT","390007","competition ","460","MAHAVEER JAIN,ANSHUL JAIN KANTI JAIN","VK Global Publications Private Limited","17","67.15","327.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
